CompanyName,Codes
Southern Ispat And Energy Ltd-$,531645
Southern Latex Ltd.,514454
Southern Magnesium & Chemicals Ltd.,513498
Southern Online Bio Technologies Ltd.,532669
Southern Petrochemicals Ltd.,590030
Sovereign Diamonds Ltd.,523826
Sowbhagya Media Ltd.,532025
Sp Capital Financing Ltd.,530289
Spaceage Products Ltd,538920
Span Diagnostics Ltd.-$,524727
Spanco Ltd.-$,508976
Sparc Systems Ltd.,531370
Speciality Papers Ltd.,502465
Speciality Restaurants Ltd.,534425
Spectacle Ventures Ltd,512413
Spectra Industries Ltd.,513687
Spectrum Foods Ltd.,531982
Specular Marketing & Financing Ltd.,512153
Speedage Commercials Ltd.,512291
Spel Semiconductor Ltd.,517166
Spenta International Ltd.,526161
Spentex Industries Ltd.,521082
Sphere Global Services Ltd.,532172
Spice Islands Apparels Ltd.-$,526827
Spice Mobility Limited-$,517214
Spicejet Ltd.,500285
Spisys Ltd,539168
Spl Industries Ltd.,532651
Spml Infra Limited,500402
Sportking India Ltd,539221
Sps Finquest Ltd,538402
Sps International Ltd.,530177
Sql Star International Ltd.-$,532249
Sqs India Bfsi Limited,533121
Square Four Projects India Limited,526532
Sree Jayalakshmi Autospin Ltd.,530037
Sree Rayalaseema Alkalies & Allied Chemicals Ltd.,507753
Sree Rayalaseema Hi-strength Hypo Ltd.,532842
Sree Sakthi Paper Mills Ltd.,532701
Sreeleathers Ltd.,535601
Srei Infrastructure Finance Ltd.,523756
Srestha Finvest Ltd,539217
Srf Ltd.,503806
Srfbbph,533102
Srg Housing Finance Ltd.,534680
Sri Adhikari Brothers Television Network Ltd.,530943
Sri Amarnath Finance Ltd,538863
Sri Arumuga Enterprise Limited,507918
Sri Kpr Industries Ltd.,514442
Sri Krishna Constructions (india) Ltd,539363
Sri Lakshmi Saraswathi Textiles (arni) Ltd.-$,521161
Sri Nachammai Cotton Mills Ltd.-$,521234
Sri Ramakrishna Mills (coimbatore) Ltd.-$,521178
Sri Vajra Granites Ltd.,515081
Srikalahasthi Pipes Limited,513605
Srinivasa Hatcheries Ltd.-$,526893
Srm Energy Ltd.,523222
Srs Finance Ltd,536799
Srs Ltd.,533569
Srs Real Infrastructure Ltd.,533305
Ss Organics Ltd.,524636
Ssk Lifestyles Limited,514336
Sspdl Ltd.-$,530821
Sspn Finance Ltd,539026
Stampede Capital Limited,531723
Standard Batteries Ltd.,504180
Standard Capital Markets Ltd.,511700
Standard Chartered Plc,580001
Standard Industries Ltd.,530017
Standard Shoe Sole And Mould (india) Ltd.,523351
Stanpacks (india) Ltd.,530931
Stanrose Mafatlal Investments And Finance Ltd.,506105
Star Delta Transformers Ltd,539255
Star Delta Transformers Ltd.,590129
Star Ferro And Cement Ltd,536666
Star Paper Mills Ltd.,516022
Starcom Information Technology Ltd,531616
Starlit Power Systems Ltd,538733
Starlite Components Ltd.,517548
Starlog Enterprises Ltd,520155
State Bank Of Bikaner & Jaipur,501061
State Bank Of India,500112
State Bank Of Mysore,532200
State Bank Of Travancore,532191
State Trading Corporation Of India Ltd.,512531
Steel Authority Of India Ltd.,500113
Steel Exchange India Ltd.,534748
Steel Strips Infrastructures Ltd.,513173
Steel Strips Wheels Ltd.-$,513262
Steelcast Ltd.,513517
Steelco Gujarat Ltd.,500399
Stel HoldingsÃÂ limited,533316
Stelco Strips Ltd.,513530
Stellant Securities (india) Ltd.,526071
Stellar Capital Services Ltd,536738
Step Two Corporation Ltd.,531509
Sterling Biotech Ltd.,512299
Sterling Green Woods Ltd.,526500
Sterling Guaranty & Finance Ltd.,508963
Sterling Holiday Resorts (india) Ltd.-$,523363
Sterling International Enterprises Ltd.-$,508998
Sterling Powergensys Limited,513575
Sterling Spinners Ltd.,531628
Sterling Tools Ltd.-$,530759
Sterling Webnet Ltd.,531901
Sterlite Technologies Ltd.,532374
Stewarts & Lloyds Of India Ltd.-$,504960
Sti India Ltd.,513151
Stl Global Ltd.,532730
Stone India Ltd.-$,522085
Store One Retail India Limited,532679
Stovec Industries Ltd.,504959
Strides Shasun Ltd,532531
Sturdy Industries Ltd.,530611
Stylam Industries Limited,526951
Suashish Diamonds Ltd.,526733
Subex Ltd.,532348
Subh Tex (india) Ltd,536671
Subhash Silk Mills Ltd.,530231
Subros Ltd.,517168
Subway Finance & Investment Co.ltd.,511024
Suchak Trading Ltd.,512075
Suchitra Finance & Trading Company Ltd,538714
Sudal Industries Ltd.,506003
Sudar Industries Ltd.,533332
Sudarshan Chemical Industries Ltd.,506655
Sudev Industries Ltd.,526530
Suditi Industries Ltd.,521113
Sugal & Damani Share Brokers Ltd.,511654
Sujala Trading & Holdings Ltd,539117
Sujana Metal Products Ltd.,513414
Sujana Towers Ltd.,532887
Sujana Universal Industries Ltd.-$,517224
Sukhjit Starch & Chemicals Ltd.-$,524542
Sulabh Engineers & Services Ltd.,508969
Sumedha Fiscal Services Ltd.,530419
Sumeet Industries Ltd.-$,514211
Sumeru Industries Ltd.,530445
Summit Securities Ltd.,533306
Sun And Shine Worldwide Ltd.,532154
Sun Granite Export Ltd,531013
Sun Pharma Advanced Research Company Ltd.,532872
Sun Pharmaceutical Industries Ltd.,524715
Sun Source (india) Ltd.,517403
Sun Techno Overseas Ltd.,531752
Sun Tv Network Ltd.,532733
Sunbright Stock Broking Ltd.,530763
Suncity Synthetics Ltd.,530795
Sundaram Brake Linings Ltd.,590072
Sundaram Finance Ltd.,590071
Sundaram Multi Pap Ltd.,533166
Sundaram-clayton Ltd.,520056
Sunday Exports Ltd.,530425
Sundram Fasteners Ltd.,500403
Sunflag Iron & Steel Co.ltd.,500404
Sungold Capital Ltd.,531433
Sunil Agro Foods Ltd.-$,530953
Sunil Healthcare Ltd,537253
Sunil Hitech Engineers Ltd.,532711
Sunil Industries Ltd.,521232
Sunitee Chemicals Ltd.,531945
Sunlake Resorts & Hotels Ltd.,531295
Sunraj Diamond Exports Ltd.,523425
Sunrise Asian Limited,506615
Sunrise Industrial Traders Ltd.,501110
Sunshield Chemicals Ltd.,530845
Sunstar Realty Development Ltd.,535141
Sunteck Realty Ltd.,512179
Super Bakers (india) Ltd.,530735
Super Crop Safe Ltd.,530883
Super Domestic Machines Ltd.,531699
Super Sales India Ltd.-$,512527
Super Spinning Mills Ltd.,521180
Super Tannery Limited,523842
Superb Papers Ltd.,532070
Superhouse Ltd.,523283
Superior Industrial Enterprises Limited,519234
Supertex Industries Ltd.,526133
Supra Trends Limited,511539
Suprajit Engineering Ltd.-$,532509
Supreme Holdings & Hospitality (india) Ltd.,530677
Supreme Industries Ltd.,509930
Supreme Infrastructure India Ltd.,532904
Supreme Petrochem Ltd.,500405
Supreme Tex Mart Ltd.,531934
Surabhi Chemicals & Investments Ltd.,512311
Suraj Ltd.-$,531638
Suraj Products Ltd.,518075
Surana Corporation Ltd.,531102
Surana Industries Ltd.,513597
Surana Solar Limited,533298
Surana Telecom And Power Limited,517530
Surat Textile Mills Ltd.,530185
Surya India Ltd,539253
Surya Industrial Corporation Ltd.,531262
Surya Marketing Ltd,538575
Surya Pharmaceutical Ltd.,532516
Surya Roshni Ltd.,500336
Suryaamba Spinning Mills Ltd.,533101
Suryachakra Power Corporation Ltd.,532874
Suryajyoti Spinning Mills Ltd.-$,521022
Suryakripa Finance Ltd.,511185
Suryalakshmi Cotton Mills Ltd.,521200
Suryalata Spinning Mills Ltd.-$,514138
Suryavanshi Spinning Mills Ltd.-$,514140
Suryo Foods & Industries Ltd.,519604
Suryodaya Investment & Trading Company Ltd.,501178
Sutlej Textiles & Industries Ltd.,532782
Suven Life Sciences Ltd.,530239
Suvidha Infraestate Corporation Limited,531640
Suyog Telematics Ltd,537259
Suzlon Energy Ltd.,532667
Sva India Ltd.,531885
Svam Software Ltd.,523722
Svaraj Trading & Agencies Ltd.,503624
Svc Resources Limited,512449
Svc Superchem Ltd.,524488
Svogl Oil Gas And Energy Ltd-$,522175
Svp Global Ventures Ltd.,505590
Sw Investments Ltd,503659
Swadeshi Industries Leasing Co.ltd.,506863
Swadeshi Polytex Ltd.,503816
Swagruha Infrastructure Ltd.,531909
Swagtam Trading & Services Ltd,539406
Swan Energy Ltd.,503310
Swaraj Automotives Ltd,539353
Swaraj Engines Ltd.,500407
Swarna Securities Ltd.,531003
Swarnajyothi Agrotech & Power Limited-$,590090
Swarnsarita Gems Ltd,526365
Swasti Vinayaka Art And Heritage Corporation Ltd,512257
Swasti Vinayaka Synthetics Ltd.,510245
Swastik Safe Deposit & Investments Ltd.,501386
Swastika Investmart Ltd.,530585
Swelect Energy Systems Limited-$,532051
Swiss Glascoat Equipments Ltd.,522215
Switching Technologies Gunther Ltd.,517201
Sword-edge Commercials Limited,512359
Sybly Industries Ltd.-$,531499
Sylph Technologies Ltd.,511447
Symbiox Investment & Trading Company Ltd,539278
Symphony Limited,517385
Syncom Formulations (india) Ltd.-$,524470
Syncom Healthcare Ltd,533157
Syndicate Bank,532276
Synergy Bizcon Ltd,539143
Synergy Cosmetics (exim) Ltd.,531115
Syngene International Ltd,539268
Synthiko Foils Ltd.,513307
Syschem (india) Ltd.,531173
Systematix Corporate Services Ltd.,526506
Systematix Securities Ltd.,531432
T & I Global Ltd.,522294
T D Power Systems Ltd.,533553
T T Ltd.-$,514142
T.spiritual World Ltd.,532444
Taaza International Ltd,537392
Tai Industries Ltd.-$,519483
Tainwala Chemicals & Plastics (india) Ltd.,507785
Tajgvk Hotels & Resorts Ltd.,532390
Take Solutions Ltd.,532890
Taksheel Solutions Ltd.,533639
Talbros Automotive Components Ltd.,505160
Talbros Engineering Ltd,538987
Talwalkars Better Value Fitness Ltd,533200
Tamboli Capital Ltd.,533170
Tamil Nadu Newsprint & Papers Ltd.,531426
Tamilnadu Jaibharat Mills Ltd.,521038
Tamilnadu Petroproducts Ltd.,500777
Tamilnadu Steel Tubes Ltd.,513540
Tamilnadu Telecommunications Ltd.,523419
Taneja Aerospace & Aviation Ltd.-$,522229
Tanfac Industries Ltd.-$,506854
Tanla Solutions Ltd.,532790
Tantia Constructions Ltd.,532738
Taparia Tools Ltd.,505685
Tara Jewels Ltd.,534756
Tarai Foods Ltd.,519285
Tarang Projects & Consultant Ltd,538287
Tarapur Transformers Ltd,533203
Tarini International Ltd,538496
Tarmat Ltd.,532869
Tarrif Cine & Finance Ltd.,512221
Tashi India Ltd.,512271
Tasty Bite Eatables Ltd.,519091
Tata Chemicals Ltd.,500770
Tata Coffee Ltd.,532301
Tata Communications Ltd.,500483
Tata Consultancy Services Ltd.,532540
Tata Elxsi Ltd.,500408
Tata Global Beverages Limited,500800
Tata Investment Corporation Ltd.,501301
Tata Metaliks Ltd.,513434
Tata Motors Ltd - Dvr,570001
Tata Motors Ltd.,500570
Tata Power Co.ltd.,500400
Tata Sponge Iron Ltd.,513010
Tata Steel Ltd.,500470
Tata Teleservices (maharashtra) Ltd.,532371
Tatia Global Vennture Ltd.,521228
Tavernier Resources Limi,531190
Tayo Rolls Ltd.-$,504961
Tcfc Finance Ltd.,532284
Tci Developers Ltd.,533393
Tci Finance Ltd.,501242
Tci Industries Ltd.,532262
Tcm Ltd.,524156
Tcpl Packaging Ltd.-$,523301
Tech Mahindra Ltd.,532755
Techindia Nirman Limited,526576
Techno Electric And Engineering Co. Ltd.,533281
Techno Forge Ltd.,522142
Technocraft Industries (india) Ltd.,532804
Technofab Engineering Limited,533216
Technvision Ventures Ltd.,501421
Techtran Polylenses Ltd.,523455
Techtrek India Ltd.,513153
Tecpro Systems Ltd.,533266
Teesta Agro Industries Ltd.,524204
Tej Infoways Ltd,538793
Tejnaksh Healthcare Ltd,539428
Tentiwala Metal Products Ltd,537119
Tera Software Ltd.,533982
Terai Tea Co.ltd.,530533
Terraform Magnum Ltd.,506162
Terraform Realstate Limited,512157
Terruzzi Fercalx India Limited,522080
Texmaco Infrastructure & Holdings Ltd.,505400
Texmaco Rail & Engineering Ltd.,533326
Texmo Pipes & Products Ltd.,533164
Texplast Industries Ltd.,530635
Tgb Banquets And Hotels Ltd.,532845
Thacker & Co.ltd.,509945
Thakkers Developers Ltd.,526654
Thakral Services (india) Ltd.,509015
Thambbi Modern Spinning Mills Ltd.,514484
Thana Electric Supply Co.ltd.,501756
Thangamayil Jewellery Ltd,533158
The Byke Hospitality Ltd.,531373
The Hi-tech Gears Ltd,522073
The Phoenix Mills Ltd,503100
The Ramco Cements Limited,500260
Themis Medicare Ltd.,530199
Thermax Ltd.,500411
Thirani Projects Ltd,538464
Thirdwave Financial Intermediaries Ltd.,531652
Thiru Arooran Sugars Ltd.,507450
Thirumalai Chemicals Ltd.,500412
Thomas Cook (india) Ltd.,500413
Thomas Scott (india) Limited,533941
Tide Water Oil (india) Ltd.,590005
Tiger Logistics (india) Ltd,536264
Tijaria Polypipes Ltd.,533629
Til Ltd.,505196
Tilak Ventures Ltd,503663
Tilaknagar Industries Ltd.-$,507205
Timbor Home Ltd.,533444
Time Technoplast Ltd.,532856
Times Guaranty Ltd.,511559
Timex Group India Ltd.-$,500414
Timken India Ltd.,522113
Tinna Rubber And Infrastructure Limited,530475
Tinplate Company Of India Ltd.,504966
Tips Industries Ltd.,532375
Tirupati Fincorp Ltd,539008
Tirupati Foam Ltd.-$,590035
Tirupati Industries (india) Ltd.,531547
Tirupati Inks Ltd.,533258
Tirupati Sarjan Ltd.,531814
Tirupati Starch & Chemicals Ltd.,524582
Tirupati Tyres Ltd,539040
Titagarh Wagons Ltd.,532966
Titan Biotech Ltd.,524717
Titan Company Limited,500114
Titan Securities Ltd.,530045
Titan Trading & Agencies Ltd.,504353
Tivoli Construction Ltd.,511096
Tobu Enterprises Ltd.,531035
Todays Writing Instruments Ltd,531830
Toheal Pharmachem Ltd.,531910
Tokyo Finance Ltd.,531644
Tokyo Plast International Ltd.,500418
Torrent Cables Ltd.,523856
Torrent Pharmaceuticals Ltd.,500420
Torrent Power Ltd.,532779
Total Exports Ltd.,523878
Tourism Finance Corporation Of India Ltd.,526650
Towa Sokki Ltd.,531771
Tpl Plastech Ltd.,526582
Trade Wings Ltd.,509953
Trans Asia Corporation Ltd.,530783
Trans Medicare Ltd.,524484
Trans-freight Containers Ltd.,513063
Transchem Ltd.-$,500422
Transcorp International Ltd.,532410
Transformers And Rectifiers (india) Ltd.,532928
Transgene Biotek Ltd.,526139
Transglobe Foods Ltd.,519367
Transoceanic Properties Ltd.,509003
Transpek Industry Ltd.-$,506687
Transport Corporation Of India Ltd.,532349
Transwarranty Finance Ltd.,532812
Trc Financial Services Ltd.,511730
Tree House Education & Accessories Ltd.,533540
Trend Electronics Ltd.-$,517228
Trent Ltd.,500251
Trf Ltd.-$,505854
Tribhovandas Bhimji Zaveri Ltd.,534369
Tribhuvan Housing Ltd.,531703
Tricom Fruit Products Limited,531716
Tricom India Ltd.-$,531675
Trident Ltd.,521064
Trident Tools Ltd.,531972
Trigyn Technologies Ltd.,517562
Trijal Industries Ltd.,531658
Trilogic Digital Media Ltd.,531712
Trimurthi Ltd,536565
Trinethra Infra Ventures Ltd.-$,590091
Trinetra Cement Ltd.,513428
Trinity League India Ltd.,531846
Trinity Tradelink Limited,512417
Trio Mercantile & Trading Ltd.,534755
Triochem Products Ltd.,512101
Trishakti Electronics & Industries Ltd.,531279
Triton Corp.ltd.,523387
Triton Valves Ltd.,505978
Triveni Engineering & Industries Ltd.,532356
Triveni Enterprises Ltd,538569
Triveni Glass Ltd.-$,502281
Triveni Turbine Ltd.,533655
Tsl Industries Ltd.,531659
Tti Enterprise Ltd,538597
Ttk Healthcare Ltd.-$,507747
Ttk Prestige Ltd.,517506
Tube Investments Of India Ltd.,504973
Tulasee Bio-ethanol Ltd.,524514
Tulip Star Hotels Ltd.-$,531088
Tulip Telecom Ltd.,532691
Tulive Developers Limited,505285
Tulsi Extrusions Ltd.,532948
Tulsyan Nec Ltd.-$,513629
Tumus Electric Corporation Ltd.,504273
Tuni Textile Mills Ltd.,531411
Turbotech Engineering Ltd.,504358
Tuticorin Alkali Chemicals & Fertilisers Ltd.,506808
Tutis Technologies Ltd.-$,532311
Tv Today Network Ltd.,532515
Tv18 Broadcast Ltd.,532800
Tvs Electronics Ltd.,532513
Tvs Motor Company Ltd.,532343
Tvs Srichakra Ltd.-$,509243
Twentyfirst Century Management Services Ltd.,526921
Twilight Litaka Pharma Ltd.-$,506985
Twin Roses Trades & Agencies Ltd.,512117
Twinstar Industries Limited,531917
Tyche Industries Ltd.,532384
Typhoon Holdings Ltd.,512307
Tyroon Tea Co.ltd.,526945
U.g.hotels And Resorts Ltd.,526463
U.p.hotels Ltd.,509960
Ub Engineering Ltd.,509992
Ucal Fuel Systems Ltd.,500464
Uco Bank,532505
Udaipur Cement Works Ltd.,530131
Uflex Ltd.,500148
Ufo Moviez India Ltd,539141
Ugar Sugar Works Ltd.-$,530363
Ujaas Energy Limited,533644
Ultracab (india) Ltd,538706
Ultramarine & Pigments Ltd.-$,506685
Ultratech Cement Ltd.,532538
Umang Dairies Ltd.,500231
Ums Technologies Ltd.,530937
Uni Abex Alloy Products Ltd.,504605
Unichem Laboratories Ltd.,506690
Unijolly Investments Co.ltd.,503671
Unimers India Ltd.,524264
Unimin India Ltd.,530321
Unimode Overseas Ltd.,512595
Union Bank Of India,532477
Union Quality Plastics Ltd.,526799
Uniphos Enterprises Ltd.,500429
Uniply Industries Ltd.,532646
Unique Organics Ltd.,530997
Uniroyal Industries Ltd.,521226
Uniroyal Marine Exports Ltd.,526113
Unishire Urban Infra Ltd,537582
Unison Metals Ltd,538610
Unistar Multimedia Ltd.,532035
Unisys Softwares & Holding Industries Ltd.,531831
Unitech International Ltd.,531867
Unitech Ltd.,507878
United Bank Of India,533171
United Breweries (holdings) Ltd.,507458
United Breweries Ltd.-$,532478
United Credit Ltd.,531091
United Drilling Tools Ltd.,522014
United Interactive Ltd.,502893
United Spirits Ltd.,532432
United Textiles Ltd.,521188
United Van Der Horst Ltd.,522091
Unity Infraprojects Ltd.,532746
Universal Arts Ltd.,532378
Universal Autofoundry Ltd,539314
Universal Cables Ltd.,504212
Universal Credit & Securities Ltd.,531963
Universal Office Automation Ltd.,523519
Universal Prime Aluminium Ltd.,504673
Universal Starch-chem Allied Ltd.,524408
Uniworth Ltd.,514144
Uniworth Securities Ltd.,512408
Unjha Formulations Ltd.,531762
Unno Industries Ltd.,519273
Upasana Finance Ltd.,511764
Upl Limited,512070
Upper Ganges Sugar & Industries Ltd.,530505
Upsurge Investment & Finance Ltd.,531390
Urja Global Ltd.,526987
Usg Tech Solutions Ltd.,532402
Usha Martin Education & Solutions Limited,532398
Usha Martin Ltd.,517146
Ushakiran Finance Ltd.,511507
Ushdev International Ltd.,511736
Usher Agro Ltd.,532765
Ut Ltd.,526879
Uti Nifty Etf,539313
Uti- Sensex Etf,539312
Utl Industries Limited,500426
Uttam Galva Steels Ltd.,513216
Uttam Sugar Mills Ltd.,532729
Uttam Value Steels Ltd.,500254
Uv Boards Ltd.,526957
V B Industries Ltd,539123
V R Woodart Ltd.,523888
V-guard Industries Ltd.,532953
V-mart Retail Ltd.,534976
V.b.desai Financial Services Ltd.,511110
V.i.p.industries Ltd.-$,507880
V.s.t.tillers Tractors Ltd.-$,531266
V2 Retail Ltd.,532867
Va Tech Wabag Ltd.,533269
Vaarad Ventures Ltd,532320
Vadilal Enterprises Ltd.,519152
Vadilal Industries Ltd.-$,519156
Vaghani Techno-build Ltd.,531676
Vaibhav Global Ltd,532156
Vaishnavi Gold Limited-$,590111
Vaishno Cement Co.ltd.,526941
Vakrangee Limited-$,511431
Vaksons Automobiles Ltd,539402
Valecha Engineering Ltd.-$,532389
Valiant Communications Ltd.-$,526775
Vallabh Poly-plast International Ltd.,530403
Vallabh Steels Ltd.-$,513397
Valson Industries Ltd.-$,530459
Value Industries Ltd.,500945
Valuemart Info Technologies Ltd.,532338
Valuemart Retail Solutions Ltd,511114
Vama Industries Ltd.,512175
Vamshi Rubber Ltd.,530369
Vanasthali Textile Industries Ltd.-$,521046
Vandana Knitwear Ltd.,532090
Vani Commercials Ltd,538918
Vantage Corporate Services Ltd.,530109
Vapi Paper Mills Ltd.,502589
Vardhaman Laboratories Ltd.,524796
Vardhman Concrete Limited,531444
Vardhman Holdings Ltd.,500439
Vardhman Industries Ltd.-$,513534
Vardhman Polytex Ltd.,514175
Vardhman Special Steels Ltd.,534392
Vardhman Textiles Ltd.,502986
Varun Industries Ltd.,532917
Varun Mercantile Ltd.,512511
Varun Shipping Co.ltd.,500465
Vas Infrastructure Ltd.,531574
Vascon Engineers Ltd,533156
Vasundhara Rasayans Ltd,538634
Vaswani Industries Ltd.,533576
Vax Housing Finance Corporation Ltd.,531650
Vbc Ferro Alloys Ltd.-$,513005
Vbc Industries Ltd.,524310
Vccl Ltd.,522015
Vck Capital Market Services Ltd.,511493
Vcu Data Management Ltd,536672
Vedanta Limited,500295
Vedavaag Systems Ltd.,533056
Veejay Lakshmi Engineering Works Ltd.-$,522267
Veer Energy & Infrastructure Ltd.,503657
Veerhealth Care Limited,511523
Vegetable Products Ltd,539132
Velan Hotels Ltd.,526755
Veljan Denison Limited,505232
Venkat Pharma Ltd.,532093
Venky's (india) Ltd.,523261
Venlon Enterprises Ltd.,524038
Venmax Drugs And Pharmaceuticals Ltd,531015
Ventura Textiles Ltd.,516098
Venus Power Ventures (india) Ltd.,531874
Venus Remedies Ltd.,526953
Venus Universal Ltd.,530769
Veritas (india) Ltd.,512229
Vertex Securities Ltd.,531950
Vertex Spinning Ltd.,531544
Vertical Industries Ltd,515099
Vesuvius India Ltd.,520113
Veto Switchgears And Cables Ltd,539331
Vhcl Industries Ltd.,522233
Viaan Industries Ltd,537524
Vibrant Global Capital Ltd,538732
Vibros Organics Ltd.,530487
Viceroy Hotels Ltd.,523796
Victoria Enterprises Ltd.,506103
Victoria Mills Ltd.,503349
Vidarbha Iron & Steel Corporation Ltd.,504991
Videocon Industries Ltd.,511389
Vidhi Dyestuffs Manufacturing Ltd.-$,531717
Vijay Shanthi Builders Ltd.,523724
Vijay Solvex Ltd.,531069
Vijay Textiles Ltd.,530151
Vijaya Bank,532401
Viji Finance Ltd,537820
Vikalp Securities Ltd.,531334
Vikas Ecotech Ltd,530961
Vikas Granaries Ltd.,531518
Vikas Wsp Ltd.,519307
Vikram Thermo (india) Ltd.,530477
Viksit Engineering Ltd.,506196
Vimal Oil & Foods Ltd.-$,519373
Vimta Labs Ltd.-$,524394
Vinaditya Trading Co.ltd.,504380
Vinati Organics Ltd.-$,524200
Vinayak Polycon International Ltd.,534639
Vindhya Telelinks Ltd.,517015
Vintage Securities Ltd.,531051
Vintron Informatics Ltd.,517393
Vinyl Chemicals (india) Ltd.,524129
Vinyoflex Ltd.,530401
Vippy Industries Ltd.,519039
Vippy Spinpro Ltd.,514302
Vipul Dye Chem Ltd.,530627
Vipul Ltd.,511726
Virat Crane Industries Ltd.,519457
Virat Industries Ltd.,530521
Virat Leasing Ltd,539167
Virgo Global Media Limited,532354
Virinchi Ltd,532372
Virtual Global Education Ltd.,534741
Virtualsoft Systems Ltd.,531126
Visa Steel Ltd.,532721
Visagar Financial Services Ltd.,531025
Visagar Polytex Ltd.,506146
Visaka Industries Ltd.,509055
Visesh Infotecnics Ltd.,532411
Vishal Bearings Ltd,539398
Vishal Fabrics Ltd,538598
Vishal Malleables Ltd.,505930
Vishnu Chemicals Ltd.,516072
Vishnu Sugar Mills Ltd.,507405
Vishvjyoti Trading Ltd.,512067
Vishvprabha Trading Ltd.,512064
Vishwamitra Financial Services Limited,511361
Vision Cinemas Ltd.,526441
Vision Corporation Ltd.,531668
Vista Pharmaceuticals Ltd.,524711
Visu International Ltd.-$,590038
Vitan Agro Industries Ltd,538548
Vivanza Biosciences Ltd,530057
Vivid Global Industries Ltd.,524576
Vivimed Labs Ltd.,532660
Vivo Bio Tech Ltd.,511509
Vjtf Eduservices Ltd.,509026
Vkj Infradevelopers Ltd,536128
Vks Projects Ltd.,534567
Vls Finance Ltd.,511333
Vms Industries Ltd.,533427
Vmv Holidays Ltd,539222
Voith Paper Fabrics India Ltd.-$,522122
Volant Textile Mills Ltd.,531865
Voltaire Leasing & Finance Ltd.,509038
Voltamp Transformers Ltd.,532757
Voltas Ltd.,500575
Vora Constructions Ltd.,512215
Vrl Logistics Ltd,539118
Vsf Projects Ltd.,519331
Vst Industries Ltd.,509966
Vtm Ltd.,532893
Vtx Industries Limited,532824
Vxl Instruments Ltd.,517399
Vyapar Industries Ltd.,506142
Vybra Automet Ltd.-$,520003
W W Technology Holdings Ltd.,505583
W.h.brady & Co.ltd.,501391
W.s.industries (india) Ltd.-$,504220
Wabco India Ltd.,533023
Wadala Commodities Ltd.,519035
Wagend Infra Venture Limited,503675
Walchand Peoplefirst Ltd.,501370
Walchandnagar Industries Ltd.,507410
Wall Street Finance Ltd.,511147
Wallfort Financial Services Ltd.,532053
Wanbury Ltd.,524212
Warner Multimedia Ltd.,511690
Warren Tea Ltd.-$,508494
Waterbase Ltd.,523660
Websol Energy System Ltd.,517498
Weizmann Fincorp Ltd.,511074
Weizmann Forex Ltd.,533452
Weizmann Ltd.,523011
Welcast Steels Ltd.,504988
Welcure Drugs & Pharmaceuticals Ltd.,524661
Wellesley Corporation Ltd.,532016
Wellness Noni Ltd.,531211
Welplace Portfolio And Financial Consultancy Services Ltd,539407
Welspun Corp Limited,532144
Welspun Enterprises Ltd,532553
Welspun India Ltd.,514162
Welspun Investments And Commercials Ltd.,533252
Welterman International Ltd.,526431
Wendt (india) Ltd.,505412
Wep Solutions Ltd.,532373
West Coast Paper Mills Ltd.,500444
West Leisure Resorts Ltd,538382
Western India Shipyard Ltd.,531217
Westlife Development Ltd.,505533
Wheel & Axle Textiles Ltd.,512297
Wheels India Ltd.,590073
Whirlpool Of India Ltd.,500238
White Diamond Industries Ltd.,513713
White Lion Asia Ltd.,511246
Williamson Financial Services Ltd.,519214
Williamson Magor & Company Ltd.,519224
Wim Plast Ltd.-$,526586
Windsor Machines Ltd.,522029
Winro Commercial (india) Ltd.,512022
Winsome Breweries Ltd.,526471
Winsome Diamonds And Jewellery Ltd.,507892
Winsome Textile Industries Ltd.-$,514470
Winsome Yarns Ltd.,514348
Wintac Ltd.,524758
Winy Commercial & Fiscal Services Ltd,538873
Wipro Ltd.,507685
Wires & Fabriks (sa) Ltd.,507817
Wisec Global Ltd.,511642
Wockhardt Ltd.,532300
Women Networks Ltd.,531396
Womens Next Loungeries Ltd,538128
Wonderla Holidays Ltd,538268
Woodsvilla Ltd.,526959
Worldwide Leather Exports Ltd.,526525
Worth Investment & Trading Co Ltd,538451
Wpil Ltd.,505872
Wyeth Ltd.,500095
Xchanging Solutions Ltd.,532616
Xl Energy Ltd.,532788
Xo Infotech Ltd.,532116
Xpro India Ltd.,590013
Yamini Investments Company Ltd.,511012
Yantra Natural Resources Ltd.,531693
Yarn Syndicate Ltd.,514378
Yash Management & Satellite Ltd.,511601
Yash Papers Ltd.-$,516030
Yash Trading & Finance Ltd.,512345
Yashraj Containeurs Ltd.,530063
Yes Bank Ltd.,532648
Ykm Industries Ltd.,531260
Yogi Sung-won (india) Ltd.,522209
Yogya Enterprises Ltd,539097
York Exports Ltd.,530675
Yuken India Ltd.-$,522108
Yuranus Infrastructure Ltd,536846
Yuvraaj Hygiene Products Ltd.,531663
Yuvraj International Ltd.,512285
Z.f.steering Gear (india) Ltd.-$,505163
Zandu Realty Limited,506720
Zee Entertainment Enterprises Ltd.,505537
Zee Learn Ltd.,533287
Zee Media Corporation Limited,532794
Zen Technologies Ltd.,533339
Zenith Birla (india) Ltd.-$,531845
Zenith Capitals Ltd.,508900
Zenith Computers Ltd.,517164
Zenith Exports Ltd.,512553
Zenith Fibres Ltd.-$,514266
Zenith Health Care Ltd.,530665
Zenith Infotech Ltd.,532298
